"Symbol","Name","Entrez.ID","Ensembl.ID"
"LINC02062","long intergenic non-protein coding RNA 2062","102724810","ENSG00000248489.1"
"","","0","ENSG00000248490.1"
"","","0","ENSG00000248491.5"
"ZFAT-AS1","ZFAT antisense RNA 1","594840","ENSG00000248492.1"
"","","0","ENSG00000248493.1"
"LNX1-AS2","LNX1 antisense RNA 2",NA,"ENSG00000248494.1"
"ASNSP1","asparagine synthetase pseudogene 1","389652","ENSG00000248498.3"
"","","0","ENSG00000248503.2"
"LINC02380","long intergenic non-protein coding RNA 2380","101928851","ENSG00000248505.1"
"","","0","ENSG00000248506.1"
"OR5H4P","olfactory receptor family 5 subfamily H member 4 pseudogene","79299","ENSG00000248507.1"
"SRP14-AS1","SRP14 antisense RNA1 (head to head)","100131089","ENSG00000248508.6"
"LINC02267","long intergenic non-protein coding RNA 2267","105377338","ENSG00000248510.2"
"","","0","ENSG00000248511.1"
"","","0","ENSG00000248514.1"
"","","0","ENSG00000248515.1"
"","","0","ENSG00000248516.1"
"LINC02437","long intergenic non-protein coding RNA 2437","107986333","ENSG00000248517.1"
"","","0","ENSG00000248518.1"
"","","0","ENSG00000248521.1"
"SBF1P1","SET binding factor 1 pseudogene 1","100133234","ENSG00000248522.1"
"","","0","ENSG00000248525.2"
"MTATP6P1","MT-ATP6 pseudogene 1","106480796","ENSG00000248527.1"
"LINC02058","long intergenic non-protein coding RNA 2058","107984117","ENSG00000248528.1"
"","","0","ENSG00000248529.5"
"BCL2L12P1","BCL2 like 12 pseudogene 1","100289095","ENSG00000248530.1"
"NDUFA5P12","NADH:ubiquinone oxidoreductase subunit A5 pseudogene 12","100288013","ENSG00000248531.3"
"","","0","ENSG00000248532.2"
"","","0","ENSG00000248533.1"
"","","0","ENSG00000248537.1"
"","","0","ENSG00000248538.6"
"LINC02117","long intergenic non-protein coding RNA 2117","105374728","ENSG00000248539.1"
"","","0","ENSG00000248540.2"
"","","0","ENSG00000248542.2"
"NPM1P41","nucleophosmin 1 pseudogene 41","100422249","ENSG00000248543.2"
"","","0","ENSG00000248544.2"
"","","0","ENSG00000248545.2"
"ANP32C","acidic nuclear phosphoprotein 32 family member C","23520","ENSG00000248546.3"
"","","0","ENSG00000248547.2"
"MTND4P8","MT-ND4 pseudogene 8","100873194","ENSG00000248548.1"
"OTX2-AS1","OTX2 antisense RNA 1 (head to head)","100309464","ENSG00000248550.3"
"","","0","ENSG00000248551.1"
"","","0","ENSG00000248552.1"
"OR52H2P","olfactory receptor family 52 subfamily H member 2 pseudogene","81261","ENSG00000248553.1"
"","","0","ENSG00000248554.1"
"LINC01339","long intergenic non-protein coding RNA 1339","101929495","ENSG00000248555.6"
"","","0","ENSG00000248557.1"
"","","0","ENSG00000248559.1"
"","","0","ENSG00000248560.1"
"","","0","ENSG00000248564.1"
"TECRP2","trans-2,3-enoyl-CoA reductase pseudogene 2","391696","ENSG00000248565.2"
"","","0","ENSG00000248567.1"
"KRT8P48","keratin 8 pseudogene 48","100887067","ENSG00000248568.1"
"","","0","ENSG00000248569.1"
"","","0","ENSG00000248571.1"
"EGFLAM-AS2","EGFLAM antisense RNA 2","100506475","ENSG00000248572.5"
"PRYP6","PTPN13 like Y-linked pseudogene 6",NA,"ENSG00000248573.1"
"ADAM20P2","ADAM metallopeptidase domain 20 pseudogene 2","100533671","ENSG00000248574.1"
"","","0","ENSG00000248576.1"
"","","0","ENSG00000248577.1"
"NPM1P21","nucleophosmin 1 pseudogene 21","100129237","ENSG00000248578.1"
"","","0","ENSG00000248583.1"
"","","0","ENSG00000248585.2"
"","","0","ENSG00000248586.2"
"GDNF-AS1","GDNF antisense RNA 1","100861519","ENSG00000248587.7"
"","","0","ENSG00000248588.1"
"GLDCP1","glycine decarboxylase pseudogene 1","2732","ENSG00000248590.2"
"","","0","ENSG00000248591.1"
"TMEM110-MUSTN1","TMEM110-MUSTN1 readthrough","100526772","ENSG00000248592.7"
"DSTNP2","destrin, actin depolymerizing factor pseudogene 2","171220","ENSG00000248593.3"
"","","0","ENSG00000248596.7"
"","","0","ENSG00000248597.1"
"","","0","ENSG00000248599.1"
"","","0","ENSG00000248600.1"
"","","0","ENSG00000248601.1"
"","","0","ENSG00000248605.5"
"","","0","ENSG00000248607.1"
"","","0","ENSG00000248608.2"
"HSPA8P4","heat shock protein family A (Hsp70) member 8 pseudogene 4","100420028","ENSG00000248610.1"
"","","0","ENSG00000248611.1"
"","","0","ENSG00000248613.1"
"","","0","ENSG00000248616.1"
"ENPP7P3","ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 3",NA,"ENSG00000248618.1"
"","","0","ENSG00000248621.2"
"","","0","ENSG00000248624.1"
"","","0","ENSG00000248625.1"
"GAPDHP40","glyceraldehyde 3 phosphate dehydrogenase pseudogene 40","100131743","ENSG00000248626.1"
"","","0","ENSG00000248627.1"
"","","0","ENSG00000248629.1"
"","","0","ENSG00000248632.1"
"WRBP1","tryptophan rich basic protein pseudogene 1","256085","ENSG00000248633.1"
"","","0","ENSG00000248634.1"
"","","0","ENSG00000248635.1"
"","","0","ENSG00000248636.6"
"","","0","ENSG00000248637.1"
"","","0","ENSG00000248639.2"
"HNRNPA1P56","heterogeneous nuclear ribonucleoprotein A1 pseudogene 56","391670","ENSG00000248640.1"
"HMGA1P2","high mobility group AT-hook 1 pseudogene 2","171559","ENSG00000248641.1"
"OR10J2P","olfactory receptor family 10 subfamily J member 2 pseudogene","391117","ENSG00000248642.1"
"RBM14-RBM4","RBM14-RBM4 readthrough","100526737","ENSG00000248643.5"
"","","0","ENSG00000248645.1"
"","","0","ENSG00000248646.1"
"","","0","ENSG00000248647.2"
"","","0","ENSG00000248648.1"
"GCSHP1","glycine cleavage system protein H pseudogene 1",NA,"ENSG00000248651.1"
"","","0","ENSG00000248652.2"
"MTCO3P44","MT-CO3 pseudogene 44",NA,"ENSG00000248654.1"
"","","0","ENSG00000248656.1"
"","","0","ENSG00000248659.1"
"SRIP1","sorcin pseudogene 1","6644","ENSG00000248660.1"
"LINC00992","long intergenic non-protein coding RNA 992","728342","ENSG00000248663.6"
"","","0","ENSG00000248664.1"
"","","0","ENSG00000248667.1"
"OXCT1-AS1","OXCT1 antisense RNA 1",NA,"ENSG00000248668.2"
"","","0","ENSG00000248669.1"
"","","0","ENSG00000248671.7"
"LY75-CD302","LY75-CD302 readthrough","100526664","ENSG00000248672.5"
"LINC01331","long intergenic non-protein coding RNA 1331",NA,"ENSG00000248673.1"
"RBBP4P6","RBBP4 pseudogene 6",NA,"ENSG00000248674.1"
"","","0","ENSG00000248676.1"
"LINC02102","long intergenic non-protein coding RNA 2102","100505625","ENSG00000248677.1"
"ARHGAP22-IT1","ARHGAP22 intronic transcript 1","100689073","ENSG00000248682.1"
"BIN2P2","bridging integrator 2 pseudogene 2","644601","ENSG00000248684.1"
"LINC02484","long intergenic non-protein coding RNA 2484","105374394","ENSG00000248685.5"
"LINC02491","long intergenic non-protein coding RNA 2491","105377467","ENSG00000248686.1"
"","","0","ENSG00000248687.2"
"HAS2-AS1","HAS2 antisense RNA 1","594842","ENSG00000248690.6"
"ADGRL3-AS1","adhesion G protein-coupled receptor L3 antisense RNA 1","101927186","ENSG00000248692.5"
"LINC02100","long intergenic non-protein coding RNA 2100","107986408","ENSG00000248693.1"
"","","0","ENSG00000248694.1"
"","","0","ENSG00000248696.1"
"TOX4P1","TOX high mobility group box family member 4 pseudogene 1","285412","ENSG00000248697.1"
"LINC01085","long intergenic non-protein coding RNA 1085","152742","ENSG00000248698.5"
"","","0","ENSG00000248699.1"
"","","0","ENSG00000248701.1"
"","","0","ENSG00000248702.1"
"LINC02415","long intergenic non-protein coding RNA 2415","107161159","ENSG00000248703.2"
"MTND4P2","MT-ND4 pseudogene 2","100873188","ENSG00000248704.1"
"","","0","ENSG00000248705.1"
"LINC02144","long intergenic non-protein coding RNA 2144","105379069","ENSG00000248708.1"
"","","0","ENSG00000248709.1"
"","","0","ENSG00000248710.1"
"THUMPD3P1","THUMP domain containing 3 pseudogene 1","100419989","ENSG00000248711.1"
"CCDC153","coiled-coil domain containing 153","283152","ENSG00000248712.7"
"C4orf54","chromosome 4 open reading frame 54","285556","ENSG00000248713.1"
"","","0","ENSG00000248714.6"
"","","0","ENSG00000248715.2"
"","","0","ENSG00000248716.2"
"LINC02222","long intergenic non-protein coding RNA 2222","105377765","ENSG00000248717.1"
"","","0","ENSG00000248719.1"
"RFPL4AP5","ret finger protein like 4A pseudogene 5","100420058","ENSG00000248720.1"
"AK3P4","adenylate kinase 3 pseudogene 4","100129959","ENSG00000248722.1"
"NPHP3-AS1","NPHP3 antisense RNA 1","348808","ENSG00000248724.6"
"","","0","ENSG00000248725.3"
"LINC01948","long intergenic non-protein coding RNA 1948","102467147","ENSG00000248727.5"
"MTCO1P30","MT-CO1 pseudogene 30",NA,"ENSG00000248729.1"
"EGFLAM-AS4","EGFLAM antisense RNA 4",NA,"ENSG00000248730.1"
"","","0","ENSG00000248733.1"
"","","0","ENSG00000248734.2"
"R3HDM2P1","R3H domain containing 2 pseudogene 1","100419742","ENSG00000248735.2"
"","","0","ENSG00000248736.1"
"","","0","ENSG00000248738.6"
"","","0","ENSG00000248739.1"
"LINC02428","long intergenic non-protein coding RNA 2428","101929448","ENSG00000248740.5"
"","","0","ENSG00000248744.1"
"NMNAT1P4","NMNAT1 pseudogene 4","100132841","ENSG00000248745.2"
"ACTN3","actinin alpha 3 (gene/pseudogene)","89","ENSG00000248746.5"
"","","0","ENSG00000248747.1"
"MTND5P9","MT-ND5 pseudogene 9","100873199","ENSG00000248748.1"
"","","0","ENSG00000248749.1"
"","","0","ENSG00000248750.2"
"","","0","ENSG00000248751.6"
"","","0","ENSG00000248752.1"
"","","0","ENSG00000248753.1"
"","","0","ENSG00000248755.1"
"LINC02115","long intergenic non-protein coding RNA 2115","102467212","ENSG00000248757.2"
"","","0","ENSG00000248758.1"
"","","0","ENSG00000248761.1"
"","","0","ENSG00000248762.2"
"","","0","ENSG00000248763.2"
"","","0","ENSG00000248764.1"
"MTCYBP37","MT-CYB pseudogene 37",NA,"ENSG00000248765.1"
"","","0","ENSG00000248766.2"
"","","0","ENSG00000248767.1"
"","","0","ENSG00000248769.1"
"","","0","ENSG00000248770.1"
"SMIM31","small integral membrane protein 31","100505989","ENSG00000248771.5"
"","","0","ENSG00000248772.1"
"","","0","ENSG00000248773.1"
"","","0","ENSG00000248774.1"
"","","0","ENSG00000248775.1"
"","","0","ENSG00000248777.1"
"","","0","ENSG00000248778.1"
"","","0","ENSG00000248779.1"
"ARL4AP2","ADP ribosylation factor like GTPase 4A pseudogene 2","152709","ENSG00000248780.1"
"PSMC1P4","proteasome 26S subunit, ATPase 1 pseudogene 4","345645","ENSG00000248781.1"
"","","0","ENSG00000248783.1"
"HIGD1AP14","HIG1 hypoxia inducible domain family member 1A pseudogene 14",NA,"ENSG00000248785.1"
"","","0","ENSG00000248787.1"
"LINC02118","long intergenic non-protein coding RNA 2118","105378960","ENSG00000248789.5"
"","","0","ENSG00000248790.1"
"","","0","ENSG00000248791.1"
"LINC00266-2P","long intergenic non-protein coding RNA 266-2, pseudogene","100287785","ENSG00000248792.1"
"","","0","ENSG00000248794.1"
"","","0","ENSG00000248795.1"
"MED15P8","mediator complex subunit 15 pseudogene 8",NA,"ENSG00000248796.1"
"","","0","ENSG00000248799.1"
"C8orf34-AS1","C8orf34 antisense RNA 1","286189","ENSG00000248801.6"
"","","0","ENSG00000248802.1"
"","","0","ENSG00000248803.1"
"KRTAP9-12P","keratin associated protein 9-12, pseudogene","100287715","ENSG00000248807.1"
"LINC01095","long intergenic non-protein coding RNA 1095","100505545","ENSG00000248809.5"
"LINC02432","long intergenic non-protein coding RNA 2432","100507639","ENSG00000248810.1"
"","","0","ENSG00000248813.1"
"","","0","ENSG00000248816.1"
"PMPCAP1","peptidase, mitochondrial processing alpha subunit pseudogene 1","133083","ENSG00000248817.1"
"DYNLL1P6","dynein light chain LC8-type 1 pseudogene 6","100288885","ENSG00000248820.2"
"","","0","ENSG00000248821.1"
"APOBEC3AP1","apolipoprotein B mRNA editing enzyme catalytic subunit 3A pseudogene 1",NA,"ENSG00000248822.1"
"","","0","ENSG00000248824.2"
"PCBP2P3","poly(rC) binding protein 2 pseudogene 3","100131236","ENSG00000248826.2"
"","","0","ENSG00000248827.1"
"","","0","ENSG00000248828.1"
"ZNF807","zinc finger protein 807","100129800","ENSG00000248830.1"
"","","0","ENSG00000248831.2"
"MARK2P5","microtubule affinity regulating kinase 2 pseudogene 5","100421485","ENSG00000248834.2"
"","","0","ENSG00000248837.5"
"PGAM1P13","phosphoglycerate mutase 1 pseudogene 13","100129815","ENSG00000248838.2"
"","","0","ENSG00000248839.1"
"","","0","ENSG00000248840.2"
"","","0","ENSG00000248842.1"
"","","0","ENSG00000248843.1"
"","","0","ENSG00000248844.6"
"LINC02065","long intergenic non-protein coding RNA 2065","101928741","ENSG00000248846.2"
"","","0","ENSG00000248847.2"
"PPBPP2","pro-platelet basic protein pseudogene 2","10895","ENSG00000248848.1"
"","","0","ENSG00000248850.1"
"","","0","ENSG00000248851.1"
"","","0","ENSG00000248853.1"
"HNRNPH1P3","heterogeneous nuclear ribonucleoprotein H1 pseudogene 3","402216","ENSG00000248854.1"
"","","0","ENSG00000248858.7"
"LINC01574","long intergenic non-protein coding RNA 1574","102577424","ENSG00000248859.2"
"","","0","ENSG00000248861.1"
"","","0","ENSG00000248863.2"
"","","0","ENSG00000248864.1"
"USP46-AS1","USP46 antisense RNA 1","643783","ENSG00000248866.1"
"","","0","ENSG00000248867.1"
"LINC02511","long intergenic non-protein coding RNA 2511","105377441","ENSG00000248869.5"
"","","0","ENSG00000248870.1"
"TNFSF12-TNFSF13","TNFSF12-TNFSF13 readthrough","407977","ENSG00000248871.1"
"LINC02431","long intergenic non-protein coding RNA 2431","100506122","ENSG00000248872.1"
"SERBP1P6","SERPINE1 mRNA binding protein 1 pseudogene 6","100420450","ENSG00000248873.1"
"C5orf17","chromosome 5 open reading frame 17 (putative)","439936","ENSG00000248874.5"
"","","0","ENSG00000248876.1"
"PGBD4P4","piggyBac transposable element derived 4 pseudogene 4","100421146","ENSG00000248877.2"
"","","0","ENSG00000248878.1"
"ICE2P1","interactor of little elongation complex ELL subunit 2 pseudogene 1","644491","ENSG00000248880.1"
"","","0","ENSG00000248881.1"
"B4GALNT2P1","beta-1,4-N-acetyl-galactosaminyltransferase 2 pseudogene 1",NA,"ENSG00000248883.2"
"","","0","ENSG00000248884.1"
"","","0","ENSG00000248885.1"
"UGT2A3P7","UDP glucuronosyltransferase family 2 member A3 pseudogene 7","100422023","ENSG00000248886.2"
"HHIP-AS1","HHIP antisense RNA 1","646576","ENSG00000248890.1"
"","","0","ENSG00000248891.2"
"FAM138E","family with sequence similarity 138 member E","100124412","ENSG00000248893.3"
"","","0","ENSG00000248895.1"
"","","0","ENSG00000248896.2"
"","","0","ENSG00000248898.1"
"LINC01846","long intergenic non-protein coding RNA 1846","105379098","ENSG00000248901.1"
"","","0","ENSG00000248903.1"
"FMN1","formin 1","342184","ENSG00000248905.8"
"MTND2P33","MT-ND2 pseudogene 33","100873236","ENSG00000248907.1"
"LINC02239","long intergenic non-protein coding RNA 2239","340107","ENSG00000248908.1"
"HMGB1P21","high mobility group box 1 pseudogene 21","100419947","ENSG00000248909.1"
"","","0","ENSG00000248911.2"
"","","0","ENSG00000248912.1"
"PHBP14","prohibitin pseudogene 14",NA,"ENSG00000248913.1"
"ACTR6P1","ACTR6 pseudogene 1","100421495","ENSG00000248915.2"
"NUP210P3","nucleoporin 210 pseudogene 3","100419070","ENSG00000248916.1"
"","","0","ENSG00000248918.2"
"ATP5MF-PTCD1","ATP5MF-PTCD1 readthrough","100526740","ENSG00000248919.7"
"USP17L19","ubiquitin specific peptidase 17-like family member 19","100287404","ENSG00000248920.2"
"","","0","ENSG00000248921.1"
"MTND5P11","MT-ND5 pseudogene 11","100506169","ENSG00000248923.1"
"","","0","ENSG00000248924.2"
"","","0","ENSG00000248925.1"
"","","0","ENSG00000248926.1"
"","","0","ENSG00000248927.1"
"","","0","ENSG00000248928.1"
"HIGD1AP3","HIG1 hypoxia inducible domain family member 1A pseudogene 3","100859920","ENSG00000248929.1"
"","","0","ENSG00000248930.1"
"MTCYBP40","MT-CYB pseudogene 40",NA,"ENSG00000248931.1"
"","","0","ENSG00000248932.5"
"USP17L22","ubiquitin specific peptidase 17-like family member 22","100287513","ENSG00000248933.2"
"","","0","ENSG00000248935.1"
"","","0","ENSG00000248936.1"
"","","0","ENSG00000248939.1"
"LINC01335","long intergenic non-protein coding RNA 1335","102503429","ENSG00000248942.1"
"","","0","ENSG00000248943.1"
"FAM90A6P","family with sequence similarity 90 member A6, pseudogene","389618","ENSG00000248944.1"
"MTND3P22","MT-ND3 pseudogene 22",NA,"ENSG00000248946.2"
"","","0","ENSG00000248949.1"
"LDHBP3","lactate dehydrogenase B pseudogene 3","100129283","ENSG00000248950.1"
"MTCO2P32","MT-CO2 pseudogene 32",NA,"ENSG00000248951.2"
"","","0","ENSG00000248954.1"
"","","0","ENSG00000248955.1"
"HMGB1P44","high mobility group box 1 pseudogene 44","100130279","ENSG00000248956.1"
"ZSWIM5P3","zinc finger SWIM-type containing 5 pseudogene 3","391697","ENSG00000248958.2"
"","","0","ENSG00000248962.1"
"","","0","ENSG00000248964.6"
"","","0","ENSG00000248965.1"
"BCLAF1P1","BCL2 associated transcription factor 1 pseudogene 1","728366","ENSG00000248966.1"
"","","0","ENSG00000248967.1"
"","","0","ENSG00000248968.1"
"","","0","ENSG00000248969.1"
"KRT8P46","keratin 8 pseudogene 46","100418744","ENSG00000248971.2"
"","","0","ENSG00000248973.1"
"","","0","ENSG00000248975.2"
"","","0","ENSG00000248977.1"
"","","0","ENSG00000248978.2"
"LAMTOR3P2","late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 pseudogene 2",NA,"ENSG00000248979.2"
"","","0","ENSG00000248980.1"
"","","0","ENSG00000248984.1"
"","","0","ENSG00000248986.1"
"PRDX4P1","peroxiredoxin 4 pseudogene 1","100418949","ENSG00000248987.2"
"","","0","ENSG00000248988.1"
"","","0","ENSG00000248990.1"
"","","0","ENSG00000248991.1"
"","","0","ENSG00000248993.1"
"","","0","ENSG00000248994.1"
"LINC02231","long intergenic non-protein coding RNA 2231",NA,"ENSG00000248995.2"
"","","0","ENSG00000248996.1"
"EFL1P2","elongation factor like GTPase 1 pseudogene 2","100422019","ENSG00000248998.2"
"","","0","ENSG00000248999.1"
"","","0","ENSG00000249000.1"
"","","0","ENSG00000249001.5"
"","","0","ENSG00000249002.2"
"CLUHP4","clustered mitochondria homolog pseudogene 4","100418711","ENSG00000249003.1"
"PRMT5P1","protein arginine methyltransferase 5 pseudogene 1","100420927","ENSG00000249004.1"
"FAM90A4P","family with sequence similarity 90 member A4, pseudogene","441313","ENSG00000249005.3"
"","","0","ENSG00000249006.1"
"","","0","ENSG00000249007.1"
"","","0","ENSG00000249008.1"
"","","0","ENSG00000249012.2"
"FTH1P21","ferritin heavy chain 1 pseudogene 21","2510","ENSG00000249013.1"
"HMGN2P4","high mobility group nucleosomal binding domain 2 pseudogene 4","643744","ENSG00000249014.2"
"","","0","ENSG00000249016.1"
"","","0","ENSG00000249017.1"
"GAPDHP56","glyceraldehyde 3 phosphate dehydrogenase pseudogene 56","100421232","ENSG00000249018.2"
"","","0","ENSG00000249019.2"
"SNORA58","small nucleolar RNA, H/ACA box 58","677836","ENSG00000249020.1"
"","","0","ENSG00000249021.1"
"","","0","ENSG00000249022.1"
"","","0","ENSG00000249023.1"
"ZNF519P4","zinc finger protein 519 pseudogene 4",NA,"ENSG00000249025.1"
"CTNNA1P1","catenin alpha 1 pseudogene 1","1498","ENSG00000249026.2"
"","","0","ENSG00000249028.2"
"SUMO2P6","SUMO2 pseudogene 6",NA,"ENSG00000249031.1"
"CLMAT3","colorectal liver metastasis associated transcript 3","101927096","ENSG00000249035.6"
"","","0","ENSG00000249036.1"
"AARSP1","alanyl-tRNA synthetase pseudogene 1",NA,"ENSG00000249038.2"
"","","0","ENSG00000249041.1"
"","","0","ENSG00000249042.5"
"MTND3P24","MT-ND3 pseudogene 24",NA,"ENSG00000249045.1"
"COX6B1P5","cytochrome c oxidase subunit 6B1 pseudogene 5","100289662","ENSG00000249047.2"
"TRAV31","T cell receptor alpha variable 31 (pseudogene)","28651","ENSG00000249048.2"
"","","0","ENSG00000249049.1"
"","","0","ENSG00000249050.1"
"","","0","ENSG00000249051.2"
"","","0","ENSG00000249052.1"
"","","0","ENSG00000249053.1"
